69,69(體位)
tomimi_(silent_night)_(arknights),tomimi（平安夜）（明日方舟）
lava_the_purgatory_(arknights),熔岩煉獄（明日方舟）
mephisto_(arknights),墨菲斯托（明日方舟）
executor_(arknights),執行者（明日方舟）
indigo_(arknights),靛藍（明日方舟）
shirayuki_(arknights),白雪（明日方舟）
courier_(arknights),信使（明日方舟）
faust_(arknights),浮士德（明日方舟）
firewatch_(arknights),看火人（方舟）
heavyrain_(arknights),大雨（方舟）
metal_crab_(arknights),金屬蟹_(arknights)
reunion_soldier_(arknights),重聚士兵（方舟）
viviana_(arknights),薇薇安娜（明日方舟）
alina_(arknights),阿麗娜（明日方舟）
elysium_(arknights),極樂世界（明日方舟）
fang_(arknights),方（方舟）
fartooth_(arknights),遠牙（明日方舟）
mousse_(arknights),慕斯_(arknights)
roberta_(arknights),蘿勃塔（明日方舟）
greythroat_(arknights),灰喉（明日方舟）
horn_(arknights),號角（明日方舟）
indra_(arknights),因陀羅（方舟）
aak_(arknights),aak（明日方舟）
snowsant_(arknights),雪山（方舟）
popukar_(arknights),popukar（明日方舟）
reunion_logo_(arknights),重聚徽標（arknights）
leizi_(arknights),雷子（方舟）
mint_(arknights),薄荷（方舟）
mulberry_(arknights),桑樹（明日方舟）
podenco_(arknights),podenco（明日方舟）
asbestos_(arknights),石棉_(arknights)
ceobe_(unfettered)_(arknights),ceobe（無拘無束）（arknights）
ashlock_(arknights),ashlock（明日方舟）
ethan_(arknights),伊森（明日方舟）
meteorite_(arknights),隕石（方舟）
vulcan_(arknights),火神（方舟）
ambriel_(arknights),安布里爾（明日方舟）
amiya_(guard)_(arknights),阿米婭（守衛）（方舟）
flint_(arknights),燧石（方舟）
schwarz_(skyline)_(arknights),施瓦茨（天際線）（明日方舟）
crownslayer_(arknights),冠冕者（明日方舟）
durin_(arknights),都靈（明日方舟）
scavenger_(arknights),清道夫（明日方舟）
roxy_migurdia,洛琪希
elaina_(majo_no_tabitabi),伊蕾娜
danganronpa_(series),彈丸論巴（系列）
k-on!,輕音少女
kaga_(kancolle),加賀_(kancolle)
SouryuuAsukaLangley,明日香
kaname_madoka_(mahou_shoujo_madoka_magica),鹿目圓
megumin,惠惠
raiden_shogun,雷電將軍
haruyama_kazunori,春山和典
kakyoin_noriaki,花京院紀明
pecorine_(princess_connect!),佩科林（公主連接！）
lycoris_recoil,石蒜後坐力
boris_(noborhys),伯里斯_(noborhys)
watashi_ni_tenshi_ga_maiorita!,watashi_ni_tenshi_ga_maiorita!
kyoukaisenjou_no_horizon,京海戰無地平線_1521
itadori_yuuji,板取雄二
katori_(kancolle),katori_(kancolle)
nori_tamago,海苔_tamago
yano_toshinori,矢野俊典
himemori_luna,姬森露娜
asamura_hiori,淺村_hiori
chibi_miku,souryuu_asuka_langley
nagi_no_asukara,亞絲娜_(sao)
pokemon_sm_(anime),寵物小精靈_xy_(動漫)
pokemon_(classic_anime),彈丸論破_3_(動漫)
pokemon_xy_(anime),寵物小精靈_dppt_(動漫)
formal_dress,禮服
print_cheongsam,印花旗袍
summer_uniform,夏季制服
ss_uniform,納粹制服
nazi_uniform,納粹制服
space_suit,宇航服
domineering,修女服
byzantine_fashion,拜占庭風格
Tropical,熱帶特徵的
Ao_Dai,越南校服（奧黛）
official_alternate_costume,與原設不同衣服
homewear,居家服
print_pajamas,印花睡衣
polka_dot_pajamas,波點睡衣
Taoist_robes,道袍
robe_of_blending,混合長袍
bikini_top_only,僅比基尼上衣
bikini_bottom_only,僅比基尼下裝
front-tie_bikini_top,前系帶比基尼上衣
winter_coat,冬季大衣
fishnet_top,漁網上衣
windbreaker,衝鋒衣
jacket_partially_removed,夾克部分移除
camouflage_jacket,迷彩夾克
denim_jacket,牛仔夾克
loating_jacket,休閒夾克
two-tone_jacket,兩色夾克
down_jacket,羽絨服
puffer_jacket,羽絨服
backless_sweater,露背毛衣
girdle,緊身塔
polka_dot_dress,波點連衣裙
see-through_dress,透視連衣裙
summer_long_skirt,夏日長裙
camouflage_pants,迷彩褲
cargo_pants,工裝褲
crotchless_pants,無襠褲
hakama_pants,袴褲
puffy_pants,蓬鬆褲
pumpkin_pants,南瓜褲
pants_tucked_in,褲子塞進去
black_bodystocking,連體黑絲
black_pantyhose,黑色連褲襪(覆蓋臀部)
white_pantyhose,白色連褲襪
animal_ear_legwear,動物耳朵過膝襪
stocking_under_clothes,衣服下的筒襪(避免顯示不全)
latex_thighhighs,乳膠材質的長筒襪
see-through_thighhighs,透明的長筒襪
armored,裝甲的
canvas,帆布的
lace-trimmed,蕾絲飾邊的
fur-trimmed,毛邊的
fringe,須邊
ribbed,棱紋的
cat_ear,貓耳造型的
cat_ear_cutout,貓耳造型鏤空的
star_panties,星星印花內褲
bunny_panties,兔子內褲
fur-trimmed_headwear,毛邊頭飾
inter_headset,EVA神經連接器
mini_witch_hat,迷你魔女帽
bowler_hat,圓頂禮帽
pillbox_hat,藥盒帽
cloche_hat,鐘形女帽
side_cap,側邊帽
police_hat,員警帽
bucket_hat,漁夫帽
hardhat,安全帽
rice_hat,斗笠
bobblehat,泡泡帽
pumpkin_hat,南瓜帽
torn_hat,撕裂的帽子
newsboy_cap,報童帽
bowknot_over_white_beret,白色貝雷帽上的蝴蝶結
oripathy_lesion_(arknights),源石病(明日方舟)
gumi,龜尾
the_only_shoe,單鞋
black_loafers,樂福鞋(小皮鞋)
platform_heels,厚底高跟鞋
clog_sandals,木屐涼鞋
animal_feet,動物腳
animal_slippers,動物拖鞋
snow_boots,雪地靴
doc_martens,馬丁靴
rain_boots,雨靴
arched_soles,拱形鞋底
horseshoe,馬蹄鐵
paw_print_soles,爪印鞋底
sleeves_past_elbows,袖子過肘
arm_out_of_sleeve,袖子裏的手臂
uneven_sleeves,不均勻的袖子
mismatched_sleeves,不匹配的袖子
sleeve_rolled_up,袖子卷起
chain_leash,鎖鏈帶牽繩
partially_fingerless_gloves,部分露指手套
red_neckerchief,紅領巾
white_necktie,白色領帶
neck_bell,頸鈴
neck_tattoo,頸部紋身
chinese_knot,中國結
magatama_necklace,珠玉項鏈
tooth_necklace,牙項鏈
key_necklace,鑰匙項鏈
anchor_necklace,錨項鏈
shell_necklace,貝殼項鏈
gold_necklace,金項鏈
crescent_necklace,新月項鏈
ring_necklace,戒指項鏈
feather_necklace,羽毛項鏈
bone_necklace,骨項鏈
ankh_necklace,十字項鏈
multiple_necklaces,多條項鏈
bullet_necklace,子彈項鏈
holding_necklace,拿著項鏈
necklace_removed,項鏈被移除
print_scarf,印花圍巾
vertical-striped_scarf,豎條紋圍巾
polka_dot_scarf,波點圍巾
argyle_scarf,菱形圍巾
beige_scarf,米色圍巾
scarf_bow,圍巾蝴蝶結
fur_scarf,皮草圍巾
multicolored_scarf,五彩圍巾
floating_scarf,漂浮圍巾
long_scarf,長圍巾
arm_scarf,手臂圍巾
scarf_on_head,頭上的圍巾
scarf_over_mouth,圍巾在嘴上
scarf_removed,圍巾被取下
adjusting_scarf,調整圍巾
holding_scarf,拿著圍巾
scarf_pull,扯圍巾
long_eyelashes,長睫毛
lipgloss,唇彩
anime_style_blush,動畫式臉紅
bruise_on_face,臉上有瘀傷
cream_on_face,奶油在臉上
smoking_pipe,煙斗
eyewear,眼睛
crooked_eyewear,歪斜的眼鏡
p,眼罩
half_mask,半面罩
masked,蒙面
mask_lift,抬起面罩
ninja_mask,忍者面具
skull_mask,骷髏面具
hockey_mask,曲棍球面具
bird_mask,鳥面具
plague_doctor_mask,瘟疫醫生口罩
stone_mask,石鬼面
horse_mask,馬面具
masquerade_mask,化妝舞會面具
ear_ornament,耳飾
jaguar_ears,美洲豹耳朵
alpaca_ears,羊駝耳
goat_horns,山羊角
hair_on_horn,角上的頭髮
mechanical_horns,機械角
foral_background,花卉圖案裝飾的背景
clock_background,時鐘背景
bubble_background,氣泡背景
mattress,床墊；褥子
heap,堆
swimming_pool,泳池
squat_toilet,蹲便器
banquet,宴會
flower_bloom,花盛開
withered_flower,枯萎的花
plum_blossom,梅花
chrysanthemum,菊花
narcissu,水仙
lily,百合花
entangled_plants,纏結型植物
shrub,灌木
pine_tree,松樹
maple_tree,楓樹
planted,種植的
magnificent_architecture,建築
Intersection,路口
cathedral,大教堂
chinese_style_loft,中式閣樓
traditional_chinese_room,傳統中式客房
mosque,清真寺
arena,競技場
Auditorium,禮堂
concert,音樂會
reservoir,水庫
Trapeze,吊架；秋千
railroad,鐵路
railway,鐵路
lawn,草坪
Japanese_hotel,日本旅館
amusement_park,遊樂園
hot_air_balloon,熱氣球
snowy_mountain,雪山
floating_snowflake,雪花
bakery,麵包店
lantern_floating,燈籠水槽
jail_bars,監獄酒吧
dungeon,地牢
rubble_ruins,廢墟
fall_leaves,落葉
hyper_galaxy,超級銀河
fields,田園
playground,操場
carousel,旋轉木馬
billiard,檯球桌
under_bridge,橋下
casino,賭場
laboratory,研究所
greenhouse,植物園
harbor,港口
bookstore,書店
spa,人工溫泉
alleyway,小巷
rowboat,划船
rappelling,拉平（懸掛）
tennis_court,網球場
car_seat,汽車座椅
seatbelt,座位安全帶
downtown,市中心
avenue,綠樹成蔭的街道
mixing_console,混合控制臺
remains,廢墟
Disney_land,迪士尼樂園
stadium,體育場
soccer_field,足球場
track_and_field,田徑場
in_the_movie_theatre,在電影院裏
monolith,巨大的石頭物體
atrium,光線照射
electric_scoreboard,電子公告板
Open_the_door_halfway,半開門
nebula,星雲
star_trail,星星軌跡
on_the_train,電車內
on_the_bus,在巴士上
in_main_street,大道
grasslands,草原
mansion,屋敷
santorini,希臘 聖托裏尼
venice,義大利 威尼斯
Taj_Mahal,泰姬陵
Machu_Picchu,馬丘比丘
Akashi_Kaikyo_Bridge,明石海峽大橋
Skytree,東京天空樹
Fuji_Mountain,富士山
Tokyo_Tower,東京塔
fushimi_inari,伏見稻荷
grand_canyon,大峽谷
great_wall_of_china,長城
Floating_light_spot,浮動光斑
Glowing_butterflies,發光的蝴蝶
shredded_paper,碎紙屑
pearl,珍珠
neon,霓虹燈
Gravel,碎石
jaggy_lines,鋸齒線
immense,巨大
disperse,分散
converge,會聚|聚集
brand,牌子
scattered_leaves,散落的葉子
Flying_colored_shredded_paper,飛濺的彩色碎紙
many_colorful_petals_are_flying,五顏六色的花瓣飛舞
big_colorful_Bubble,大五顏六色的泡泡
pasture,牧場
plateau,高原
flower_ocean,花海
volcano,火山
swirl,漩渦
scarlet_moon,猩紅月亮
universe,宇宙
lunar,月的|月球的
star,星星
from_space_station,空間站
satellite,衛星
Astrology,占星術
constel,星座
aquila,[天]天鷹座
lyra,[天]天琴座
loong,中國龍
D&D,西方龍
reptile,爬行動物
wriggle_nightbug,蠕動夜蟲
kyubey,QB
dodoco_(genshin_impact),嘟嘟可（原神）
guoba_(genshin_impact),鍋巴（原神）
baron_bunny_(genshin_impact),兔兔伯爵（原神）
oz_(genshin_impact),奧茲（原神）
crystalfly_(genshin_impact),晶蝶genshin
seelie_(genshin_impact),仙靈（原神）
Cassette,磁帶盒
copper,銅|銅幣
Lever,杠杆|操作杆
oil-paper_umbrella,油紙傘
pail,桶|提桶
Smartphones,智能手機
trophy,獎盃
cello,大提琴
inlet,入口
molecule,分子
remotely,偏遠的
vinyl,乙烯基唱片；黑膠唱片
verge,邊緣
elsword,艾斯之劍
stake,樁|棍子
dynamite,黃色炸藥；甘油炸藥；
thompson_submachine_gun,湯普森衝鋒槍
staff_of_homa_(genshin_impact),護摩之杖（原神長柄武器）
song_of_broken_pines_(genshin_impact),松籟響起之時（原神冰系雙手劍）
primordial_jade_winged-spear_(genshin_impact),和璞鳶（原神長柄武器）
calamity_queller_(genshin_impact),息災（原神長柄武器）
vortex_vanquisher_(genshin_impact),貫虹之槊（原神）
amos'_bow_(genshin_impact),阿莫斯弓（原神）
engulfing_lightning_(genshin_impact),薙草之稻光（原神
A_sushi_roll,壽司卷
aubergine,茄子
burger,漢堡
Gelatin,明膠、布丁
jam,果醬
food_on,臉上有食物
tumbler,普通玻璃杯
cirrus,卷雲
Cirrocumulus,卷積雲
Cirrostratus,捲層雲
Altocumulus,高積雲
Altostratus,高層雲
stratus,層雲
Stratocumulus,層積雲
cumulus,積雲
Cumulonimbus,積雨雲
Nimbostratus,雨層雲
cirrus_fibratus,毛卷雲
cirrus_uncinus,鉤卷雲
cirrus_spissatus,密卷雲
cirrus_floccus,絮卷雲
cirrus_castellanus,堡卷雲
cirrus_intortus,亂卷雲
cirrocumulus_stratiformis,層狀卷積雲
cirrocumulus_floccus,絮狀卷積雲
cirrocumulus_castellanus,堡狀卷積雲
cirrocumulus_lacunosus,網狀卷積雲
cirrostratus_fibratus,毛捲層雲
cirrostratus_nebulosus,霧捲層雲
altocumulus_strataformis,層狀高積雲
altocumulus_lenticularis,莢狀高積雲
altocumulus_castellanus,堡狀高積雲
altocumulus_floccus,絮狀高積雲
altocumulus_lacunosus,網狀高積雲
altostratus_undulatus,波狀高層雲
altostratus_duplicates,複合高層雲
altostratus_pannus,破片高層雲
altostratus_translucidus,透光高層雲
altostratus_opacus,蔽光高層雲
altostratus_radiatus,輻狀高層雲
altostratus_mammatus,乳狀高層雲
stratus_fractus,碎層雲
stratus_nebulosus,霧層雲
stratus_undulatus,波層雲
stratocumulus_stratiformis,層狀層積雲
stratocumulus_cumulogentis,積雨性層積雲
stratocumulus_castellanus,堡狀層積雲
stratocumulus_lenticularis,莢狀層積雲
stratocumulus_lacunosus,絮狀層積雲
cumulus_humilis,淡積雲
cumulus_mediocris,中積雲
cumulus_congestus,濃積雲
cumulus_fractus,碎積雲
cumulonimbus_calvus,禿積雨雲
cumulonimbus_capillatus,鬃積雨雲
cumulonimbus_incus,砧積雨雲
asperitas,新增類型
squeeze_bottle,軟瓶
bottled_water,瓶裝水
rose_bush,玫瑰花叢
carnivorous_plant,食蟲植物
succulent_plant,多肉植物
cattail,香蒲
roots,根
foliage,樹葉
cluster-amaryllis,石蒜
lunchbox,便當盒
nib_pen_(object),鋼筆
inkwell,墨水瓶（低）
ink_bottle,墨水瓶（高）
🌅,日出
🌈,彩虹
🌪,龍捲風
🌨,下雪
❄,下雪
☃,下雪
🌧,下雨
🌂,下雨
☔,下雨
☂,下雨
🌥,多雲
⛅,陰
☁,雲
☀,晴
🌫,霧
⛈,雷陣雨
🌤,晴偶有雲
🌦,晴轉雨
🌩,打雷
reversal,反轉
Painting_(Action),畫畫
sing,唱歌
sweeping,打掃
posing,擺姿勢
stylish_pose,時尚姿勢
hands_out_of_frame,手超出圖片外
arms_out_of_frame,手臂超出圖片外
lying_on_the_lake,躺在湖面上
meditation,冥想（可能沒用）
tossing,投擲
paid_reward,支付報酬
lying_on_water,躺在水中
arm_above_head,手在頭上
musou_isshin_(genshin_impact),胸口拔刀
covering_chest_by_hand,用手遮住胸部
hands_on_another's,雙手放在別人的臉上
hands_on_own,雙手放在自己的臉上
hand_on_own,把手放在自己臉上
open_stance,稍息
sitting_sideways,側身坐著
sitting_backwards,向後坐
sitting_in_tree,坐在樹上
sitting_on_railing,坐在欄杆上
sitting_on_rock,坐在岩石上
sitting_on_stairs,坐在樓梯上
sitting_on_table,坐在桌子上
sitting_on_water,坐在水上
gravure_pose,凹版姿勢
Kabedon,壁咚
sitting_on_head,坐在頭上
sitting_on_shoulder,坐在肩膀上
pupils,瞳孔
snake_pupils,蛇瞳孔
pupils_sparkling,瞳孔閃光
butterfly-shaped_pupils,蝴蝶形瞳孔
rectangular_pupils,長方形瞳孔
square_pupils,方形瞳孔
dot_pupils,點瞳孔
extra_pupils,額外的瞳孔
+ +,十字星星眼
cross-shaped_pupils,十字形瞳孔
purple_pupils,紫色瞳孔
orange_pupils,橙色瞳孔
blue_pupils,藍色瞳孔
gasping,喘氣（張大嘴）
Slightly_open_mouth,嘴巴微微張開
close_mouth,閉嘴
gnaw,啃
:3,貓嘴
:o,張嘴
:>,V嘴
shark_mouth,鯊魚牙
:q,舌頭放在上唇
:p,舌頭放在下唇
;p,眨眼舌頭上伸
kind_smile,善良的微笑
:d,開心的笑
;d,眨眼笑
teasing_smile,被逗笑|咧嘴傻笑
giggling,咯咯傻笑
badmood,心情不好
unamused,不開心的
frustrated_brow,沮喪的眉頭
anguish,苦悶
gloom,憂鬱的
contempt,蔑視
fear_kubrick,害怕側目
annoy,惹惱
>:(,皺眉生氣
>:),皺眉不生氣
embarrass,害羞的(尷尬的)
exhausted,筋疲力盡的
Jekyll_and_Hyde,多重人格
spasm,痙攣
eye-contact,眼神接觸
head_toward,朝向
looking_outside,向外看
looking_ahead,展望未來
looking_at_animal,看著動物
looking_at_mirror,照鏡子
looking_at_hand,看著手
looking_at_hands,看著雙手
looking_at_food,看食物
looking_at_screen,看著螢幕
flame_symbol_in_the_pupils_and_iris,眼中有火焰
dark_pink,深粉
dimgray,暗灰
darkgray,深灰
silver,銀
gainsboro,蓋茨伯勒
whitesmoke,煙白
ghostwhite,幽靈白
floralwhite,花白
linen,亞麻布
antiquewhite,仿古白
papayawhip,番木
blanchedalmond,杏仁白
bisque,橘黃
moccasin,莫卡辛色
navajowhite,納瓦白
peachpuff,桃色
mistyrose,迷迭香
lavenderblush,薰衣草腮紅
oldlace,舊蕾絲
ivory,象牙
honeydew,甘露
mintcream,薄荷糖
azure,天藍
aliceblue,愛麗絲藍
lavender,薰衣草
lightsteelblue,輕鋼藍
lightslategray,燈石灰
slategray,石板灰
steelblue,鋼藍
royalblue,寶藍
midnightblue,午夜藍
navy,海軍藍
darkblue,深藍
mediumblue,中藍
dodgerblue,道奇藍
cornflowerblue,矢車菊藍色
deepskyblue,深天藍
lightskyblue,亮天藍
skyblue,天藍
powderblue,粉藍
paleturquoise,亮綠松石色
cyan,青
aquamarine,藍晶|藍晶色
turquoise,綠松石色
mediumturquoise,中綠松石色
darkturquoise,深綠松石色
lightseagreen,淺海綠
cadetblue,學員藍
darkcyan,深青
teal,藍綠色
darkslategray,暗板灰
darkgreen,深綠
forestgreen,森林綠
seagreen,海綠
mediumseagreen,中海
mediumaquamarine,中海藍
darkseagreen,深海綠
palegreen,淡綠
springgreen,春綠
mediumspringgreen,中春綠
lawngreen,草坪綠
chartreuse,蕁麻色
greenyellow,綠黃
lime,酸橙
limegreen,青檸
yellowgreen,黃綠
darkolivegreen,黑橄欖綠
olivedrab,綠橄欖色
olive,橄欖色
darkkhaki,黑卡其色
palegoldenrod,古金棒
cornsilk,玉米絲
beige,淺褐
lemonchiffon,檸檬雪紡
wheat,小麥色
burlywood,伯萊塢
khaki,卡其色
sandybrown,沙褐
darkorange,暗橙
goldenrod,金麒麟色
peru,秘魯色
darkgoldenrod,暗金
sienna,赭色
saddlebrown,馬鞍棕色
maroon,栗色
darkred,暗紅
brown,棕色
